text,labels,fuel_type,year
"Volgend jaar herfst moet het van de EG ook afgelopen zijn met de ""concurrentievervalsing"" via goedkoper gas voor de Nederlandse tuinbouw. Een aantal tuinders begon daarom onlangs; aan voorlopig misschien wel het laatste stookseizoen met aardgas. Op dat ogenblik woedde de SSM-kolencampagne. Resultaat: „Tientallen . telefoontjes van tuinders om inlichtingen en offertes. En het worden er elke dag méér."" Een bloemkwekerij in Aalsmeer plaatste onlangs een order voor de levering van 30 ton kolen, elke twee weken. Nederland J verstookt momenteel jaarlijks drie. miljoen ton — geïmporteerde — kolen. Rond het jaar 2000 zal het kolenverbruik het' tienvoudige zijn van dat van nu, meent de Energienota van het vorige kabinet-Van Agt. Hoogovens, kolencentrales,...... conservenfabriekjes en. de f rites-voorbakker die van de dure olie af wil maar ook de tuinders worden steeds interessanter als afnemer voor de brandstof fenhandel. .Tuinders . stoken . veel in pieken, ""een paar. dagen voordat hun waar aan de veiling een goede prijs kan opleveren, maar dan ook écht goed."" Kolenverkoper > SSM. schat. ""een beetje tuinder goed voor een jaarverbruik van duizend ton"". Ken gat in de markt, aldus de maatschappij, ""van nu al ettelijke miljoenen"".';',",0,gas,1980s
"Andere landen zien hun afzet groeien. Noorwegen is op dit moment goed voor een marktaandeel van twaalf procent, de Sovjetunie haalt bijna twintig procenten Algerije heeft via zijn leveringen aan Frankrijk elf procent van de Europese gasmarkt. Nu is de relatieve achteruitgang van het vaderlandse aandeel niet iets om echt dramatisch over te doen. De Nederlandse exportcontracten gaan uit van het, met het kleiner worden van de beschikbare voorraden, geleidelijk ook minder worden van de te exporteren hoeveelheden. Ongeveer rond de eeuwwisseling breekt het moment aan, dat de gasuitvoer stopt. Althans zo was de „dienstrege; ling"", maar daarin kwam verandering, toen Nederland ontdekte, dat het met de gasreserves wel meeviel. Niet alleen waren die voorraden in dé afgelopen crisisjaren minder fors aangesproken,» waren ook omvangrijker gewoV; den. Het afgelopen voorjaar kon de commerciële reserve met niet minder dan 400 miljard kubieke meter worden opgewaardeerd.- Dat maakt het aantrekkelijk meer gas te exporteren. Gasunie moet dus de boer weer op om nieu; we contracten te sluiten voor dé extra uitvoer van zon 200 tot 300 miljard kubieke meter gas. Wordt dat nu, met het oog op de concurrentie, een echte voordeelaanbieding? De Gasunie heeft altijd gemeend een sterk verkoopargument te mogen ontlenen aan het feit, dat de produktie bij wijze van spreken per dag kan worden aangepast aan de behoefte van de klant. Voor die extra service wil de afnemer wel meer betalen, aldus de redenering. De werkelijke kracht van dat argument is echter pas aan de praktijk te toetsen nu het er op aankomt gas te verkopen in prijsconcurrentie met andere aanbieders, vooral de Sovjet-Unie, die vooralsnog meer tuk lijkt te zijn op deviezen dan op winst. Of het zal lukken het gas te verkopen hangt dus goeddeels af van de prijs waarvoor de „handelsreizigers"" van de Gasunie het kunnen en mogen aanbieden. Want één ding is zeker: de slag om & marktaandelen wordt de komende jaren in de eerste plaats aan het prijsfront geleverd.",2,gas,1980s
",Het is in het kader van de mij toegemeten ruimte niet mogelijk utvoerig in te gaan op al die energiebronnen. Daarom kortheidshalve dit: van ""de fossiele brandstof is steenkool het overvloedigst aanwezig. Gas en olie zijn gemakkelijker winbaar, maar sneller uitgeput. Een vraag die ook beantwoord dient te worden: kan steenkool de groeiende energiebehoefte opvangen? En: leren landen die geen steenkool hebben zich afhankelijk te stellen van grote importen? En hoe staat het met de milieu- en volksgezondheidseisen bij de winning van fossiele brandstoffen? Voor wat betreft oliej is het zo. langzamerhand duidelijk dat tal van landen wat minder afhankelijk willen zijn van de olieproducerende landen in het Middenoosten. Het is nodig dat we ons richten op zogenaamde diversificatie van energie, opdat we ons niet afhankelijk maken van één energiebron. Dat zou ook van belang zijn voor die Derde Wereld, om-' dat juist voor die wereld de olieprijzen nu al niet meer te betalen zijn.",2,gas,1980s
"Couprie stelde dat de planologische werkcommissie (de ambtenaren) zonder enige restrictie alle mogelijkheden van gaswinning beziet op natuur- en energie-aspecten. „Dus niet alleen die locaties die het energiebelang bij voorbaat dienen, zoals nu in de nieuwe opdracht aan de PWC is verwoord. Maar alle, dus ook die vanuit zee en niet alleen vanuit de branding"", aldus het CDA. Pas dan kan de Tweede Kamer zorgvuldig en objectief afwegen. Dr. Jan Terlouw, die de CDA-motie mee ondertekende, zei dat er een duidelijk verschil van opvatting was tussen de Kamer en de minister van economische zaken. „De regering heeft een afweging zoals de Kamer die wil getorpedeerd. Het is zeer af te keuren wat de regering wil"". Terlouw vertaalde de motie zo, dat alle winningslocatiesonderzoeken ook inhield dat men eventueel het gas onder Ameland zou moeten laten zitten. Datzelfde werd gesteld door Rie de Booijs (PvdA) die zei dat haar fractie het eventueel in de grond laten van 5 miljard kubieke meter gas heeft aanvaard. „Die vijf miljard kuub moet je afschrijven"", hield ze de minister voor. „Maar nu blijkt dat de regering weer eens een motie niet wil uitvoeren"". VVD-woordvoerder Jaap Scherpenhuizen zei dat de 1 miljard gulden die door het laten zitten van het gas niet verdiend wordt, hem erg aanspraken. Hij herinnerde er aan dat de Kamer nooit actie had ondernomen toen het kabinet besloten had dat gaswinning mogelijk moest zijn. Die beslissing is nooit bestreden. „Men zou kunnen afwegen of het een miljard waard is niet in te grijpen in het natuurlijk milieu van het eiland met als gevolg geen tijdelijke dan wel permanente verstoring. Overigens zal bij een winning op zee, wellicht weer ontdekt worden dat dan iemand zijn favoriete platvis, dan wel een ander te bedenken object gehinderd wordt"", aldus Scherpenhuizen. Er moet ook een regeling met de NAM worden getroffen omdat de locatie al juridisch vastligt, aldus de VVD'er. Ook de gemeente weigert een andere locatie in het bestemmingsplan aan te geven dan de vastgelegde, dus niet op net strand en niet in de branding. Hoe kan je trouwens een boring in zee controleren, zo-vroeg Scherpenhuizen zich af.",2,gas,1980s
"Gemeenschappelijk is men het over één ding eens. Er zijn twee economische gebieden waarop de Sowjet-Unle pijnlijk te treffen Is, namelijk landbouw en energie. Concreet vertaald betekent dat een graanembargo, in te stellen door de Verenigde Staten, en een opzeggen van de gascontracten, hetgeen de Westeuropese landen zouden n oeten doen. Het zal geen verbazing wekken dat de Amerikanen in de NAVO aandringen op opzeggen van de gascontracten en de Europeanen op een graanembargo. Het gaat te ver om te zeggen dat hierover ""gekibbeld"" wordt in de NAVO, want zo gaan de Hoge Heren Bondgenoten niet met elkaar om. Maar wel. is het zo dat men elkaar er over en weer steeds aan herinnert. De Europeanen wijzen erop, zich baserend op berekeningen van de economische afdeling van de NAVO, dat de Sowjet-Unie dit jaar zeker 40 miljoen ton graan moet importeren, voornamelijk uit de Verenigde Staten. Een graanembargo zou de Russen ■ weliswaar niet in het hart treffen, maar toch wel in hun portemonnee, omdat het hen zou dwingen het graan tegen hogere prijzen via neutrale landen te kopen. t)e Amerikanen blijven hun Westeuropese bondgenoten ver- : tellen dat de Sowjet-Unie niet het enige land is met een enorme reserve aan aardgas. Ook de Golfstaten en Algerije beschikken over aardgas, zij het dat daarvoor een hogere prijs betaald moet worden dan voor het Russische gas. Deze situatie heeft het Amerikaanse blad The Washington . Post aanleiding gegeven tot het. maken van de volgende grap. Reagan en Schmidt zijn het eens geworden over sancties tegen de Sowjet-Unie. Reagan zal geen gas van de Russen kopen, - Schmidt zal ze geen graan meer leveren. Het is volstrekt duidelijk wat er aan de hand is. De Westeuropese landen passen ervoor om het gelag te betalen van sancties tegen de Sowjet-Unie, nu Reagan het vertikt om een miljarden kostend graanembargo tegen de Russen in te stellen. : ■;■ Er is echter nog meer. Hoewel het op officieel niveau zeker niet met zoveel woorden gezegd wordt wantrouwen de Westeuropese landen de ware bedoelingen van de Amerikanen. De indruk bestaat dat de VS de Russen niet zozeer voor Polen willen straffen, als wel voor het feit dat het van die vermaledijde communisten zijn. Reagan en zijn mensen zoeken een stok om de hond te _ slaan. De stok is nu Polen en de Sowjet-Unle was de hond vanaf de eerste dag dat Reagan aan de macht kwam. Het moet maar eens af gelopen zijn met de ont-"" spanning, vindt de huidige regering in Washington. , Het wantrouwen wordt wel . openlijk geuit in de zijlijn. In het gezaghebbende Westduitse weekblad Die Zelt waarschuwde vorige week Günther Gaus, de voormalige zaakgelastigde van West- Duitsland in Oost-Berlijn, de r Amerikanen voor wat zij aan het doen zijn. De NAVO, aldus Gaus, is nooit opgericht om zich offensief op te stellen tegenover de :~ Sowjet-Unle, maar alleen ""om de Sowjet-Unle te verhinderen de deling van Europa in haar voordeel te veranderen."" : Vorige week zei de Nederland- f se parlementariër Klaas de Vries het in een interview in Het Vrije Volk nog duidelijker: We l hebben de NAVO niet opgericht om het communisme uit te roeien. Is dat wat de regering-Reagan wil? Het communisme uitroeien? Een aanwijzing is mogelijk dat de Amerikanen de COCOM weer nieuw leven hebben ingeblazen. Deze COCOM is sinds de Koude Oorlog het orgaan waarin de NAVO-landen en Japan hun exporten naar communistische landen laten controleren. Als u er zelden of nooit van gehoord heeft is dat verklaarbaar. De COCOM werkt in stilte, zeker sinds de Koude Oorlog niet meer zó bar koud is. Maar afgelopen zaterdag vergaderde de COCOM met veel stampij in Parijs. Inderdaad, '.•'- met stampij. Want voor het eerst in het bestaan van deze organisatle werd de vergadering besloten met de uitgifte van een heuse slotverklaring, waarin de ""ver-",1,gas,1980s
"De hardnekkigheid waarmee bestuurlijk Groningen vasthoudt aan de komst-van de Gasunievergasser naar de Eemshaverrr heeft te maken met de verwachte werkgelegenheid (600-700 vaste arbeidsplaatsen, en ca. 2000 mensjaren in de bouwfase), en eindelijk eens een perspectief op invulling van de lege Eemshaven. De investering bedraagt ca. 3,4 miljard gulden, ofwel 5 miljoen per arbeidsplaats. Een groot deel van het bedrag — 1,5 a 2 miljard — moet als subsidie van de regering komen. Bovendien is al uitgerekend dat de steenkoolgasprijs ongeveer een dubbeltje per kubieke meter hoger ligt dan de huidige aardgasprys. Dat houdt in een jaarlyks exploitatieverlies van ca. 150 miljoen gulden, waarschijnlijk ook te dragen door de staat. Kortom, de volgende indruk ontstaat: om de Slochterenbel langer intact te houden, moet er steenkool in gas worden omgezet, en wel bovenop die aardgasbel. De kosten zyn echter zo hoog dat extra aardgas uit het Slochterenveld zal moeten worden verkocht om het benodigde kapitaal bijeen te krijgen. Een ruwe berekening leert dat de jaarlijkse verkoop van ca. 2,5 miljard kubieke meter aardgas extra nodig is voor deze Gasunieplannen. En dat alles voor de produktie van zon 1,5 miljard kubieke meter steenkoolgas per jaar. Welaan, de logica hiervan kan kennelijk alleen in de hogere sferen van de Nederlandse politiek worden ingezien. Woute_ g.^",0,gas,1980s
"Voor Nederland betekent de daling van de olieprijs een aanzienlijke vermindering ■ van het inkomen van de centrale overheid: vier miljard jaarlijks als wordt uitgegaan van het zakken van de olieprijs met twintig procent. Dit van- wege het feit, dat de prijs van ons aardgas aan die van de olie is gekoppeld. Bestrijdt men dit met nieuwe bezuinigingen om daarmee de tekorten in te dammen, dan verwacht hij negatieve effecten die in de gehele maatschappij merkbaar zijn.,Onder druk van de omstandigheden zullen de bedrijven dan niet in een periode waarin.de groei nog gaande is, naar hij verwacht, hun nieuwe winsten- gaan. gebruiken voor-Investeringen, '-maar om kredieten af te lossen. Het gevolg daarvan zal naar zijn overtuiging een bestedingsuitval zijn.. Prijsafspraken zouden j naar de mening, van de hoogleraar veel.ten goede kunnen keren. Een verdere ongewenste daling van de olieprijs zou daarmee voorkomen kunnen worden. Zet de prijsdaling toch door dan verwacht hij dat de individuele Nederlander daar de eerste tijd niet zoveel van zal merken. „Misschien dat de prijsstijging voor gas die de regering mogelijk in het hoofd heeft wat geringer zal kunnen zijn. Een prijsdaling verwacht ik echter niet. Er zit. nog altijd een aanzienlijk verschil tussen de prijs van huisbrandolie en aardgas, terwijl het wel de bedoeling is die gelijk te trekken. Dat streven zal dan versneld worden."" Intussen blijft het voorspellen van de weg die de economie de komende jaren zal gaan, voor een flink deel koffiedikkijkerij. De Groninger hoogleraar geeft dat aan met zijn uitspraak: „Het zorgelijke is dat nu alles zo onzeker is. Dat was in de jaren zestig anders: je kon toen precies voorspellen wat er ging gebeuren. Daar is nu geen sprake .meer van. We kunnen niet kiezen, maar enkel afwachten waar we uitkomen."" ;.,:.",0,gas,1980s
"Bij de Gasunie wijst men verder nog op het verschil in hoeveelheid. Bij een betrekkelijk geringe afname van gas, moet een hogere prijs worden betaald dan bij een leer grote afname. Onze beste klanten krijgen een soort kwantumkorting waardoor de gemiddelde exportprijs omlaag gaat. De overweging destijds om met de Noren in zee te gaan, was dat de Gasunie zo toegang krijgt tot een Europees consortium. Hierdoor is Nederland verzekerd van de aanvoer van aardgas, ook als zijn eigen voorraden in de toekomst uitgeput raken. De import van Noors gas bedraagt jaarlijks ongeveer 2 miljard m 3, terwijl ons land vorig jaar 40 miljard m 3 gas exporteerde. Opvallend is dat onze exportprijzen enorin fluctueren. In juli van dit jaar lag het gemiddelde al weer op bijna 20 rent per kubieke meter, terwijl het Noorse aardgas veel goedkoper was geworden. Overigens verwacht het ministerie van Economische Zaken dat de gemiddelde exportprijs per 1 januari aanstaande iets onder het niveau van afgelopen ju-'* 3I liggen.",0,gas,1980s
"verlaging v; twee a drie cent lijkt ons niet te hoog gegrepen, zodat de elektriciteitsrekening op jaarbasis 50 a 75 gulden lager kan uitvallen. Normaal gesproken is het een nadeel dat de Nederlandse elektriciteitscentrales voor zon groot gedeelte met olie of met gas worden gestookt (in vergelijking met de landen waar veel kolen en kernenergie worden gebruikt), maar in dit geval is het een voordeel. Dat geldt ook voor de Nederlandse industrie, die nogal 'energie-intensief' is, zoals dat met een moeilijk woord heet Dat wil zeggen dat de Nederlandse industrie relatief veel ondernemingen of bedrijfstakken telt die naar verhouding een groot energieverbruik kennen. Dat betreft onder meer de raffinagesector, de chemische industrie, de basismetaalindustrie (staal, aluminium) en de papier- en kartonindustrie. Deze sectoren zijn goed voor 150.000 a 200.000 directe arbeidsplaatsen. Daarnaast hebben zij een enorm uitstralingseffect. Het is dus niet te gewaagd te veronderstellen dat een gunstige ontwikkeling in dit deel van de industrie als gevolg van de olieprijsdaling een positieve uitwerking zal hebben op de economie als geheel. Dit betekent: meer economische groei, meer investeringen, meer werkgelegenheid, meer belastinginkomsten en minder uitgaven voor de overheid. ÉVOOR DE overheid heeft de olieprijsdaling echter niet alleen positieve effecten. Integendeel, doordat de aardgasbaten een belangrijke inkomstenbron voor de Nederlandse staat vormen, betekent de sterk gedaalde olieprijs een harde klap voor de overheidsfinanciën. Moest al rekening worden gehouden met een vermindering van de aardgasinkomsten in 1987 van bijna 6,5 miljard gulden (onder meer door het aflopen van een aantal belangrijke exportcontracten), daar komt nog eens een verlies van circa ƒ 4 miljard bij als gevolg van de val van de olieprijs. Op dit moment moet rekening worden gehouden met nagenoeg een halvering van aardgasbaten ten opzichte van dit jaar, waarin deze volgens de miljoenennota 1986 ruim ƒ 22 miljard bedragen.",2,gas,1980s
"Hoewel het aardgasbedrijf 150 jaar geleden begon met het gebruik van steenkolen is kolenvergassing geen heet hangijzer. Deze techniek moet nog gebruiksklaar gemaakt worden, zodat de eerste tientallen jaren nog niet gedacht wordt aan economisch gebruik van uit steenkool gewonnen gas, zo menen zelfs de deskundigen uit het kolenrijke Groot-Brittannië. In München werd duidelijk dat er voor het gebruik van primaire energie geen strategie op wereldschaal valt vast te stellen. In alle industrielanden spelen vijf primaire energiebronnen een belangrijke rol, te weten kolen, gas, olie, kernenergie en waterkracht. Per land hebben telkens andere energiebronnen de voorkeur. In de Sowjet-Unie is aardgas op dit moment erg belangrijk en in Frankrijk is er sprake van een concurrentiestrijd tussen aardgas en kernenergie. De gasdeskundigen denken dat het aandeel van gas in de wereldenergieproduktie, op dit moment twintig procent, zich in de komende tijd slechts langzaam zal uitbreiden ten gevolge van de energiebezuinigingsmaatregelen. Alleen in de Derde Wereld liggen er nog expansiemogelijkheden.",2,gas,1980s
